<<<<<<< HEAD
id,sample_code,interviewer,site,classroom,siblings_id,has_sibling,siblings_n,sex,ethnicity,age,non_arb_impaired_assent,non_arb_impaired,non_arb_attention_check,non_arb_q_responses,non_arb_sped_60min,non_arb_distractions,arb_sped,test_envr_noisy,test_envr_chaotic,test_envr_interrupted,test_envr_distracted,test_envr,csd1,csd2,csd3,csd4,csd5,csd6,csd7,csd8,csd9,csd10,csd11,csd12,csd13,csd14,csd,unp_perceived1,unp_perceived2,unp_perceived3,unp_perceived4,unp_perceived5,unp_perceived6,unp_perceived,unp_interview_disrupted,unp_interview_figures,unp_interview_moves,unp_interview,unp_agg,vio_neighborhood1,vio_neighborhood2,vio_neighborhood3,vio_neighborhood4,vio_neighborhood5,vio_neighborhood6,vio_neighborhood7,vio_neighborhood,vio_fighting1,vio_fighting2,vio_fighting,vio_agg,ses_perceived1,ses_perceived2,ses_perceived3,ses_perceived4,ses_perceived5,ses_perceived6,ses_perceived7,ses_perceived,ses_school_wjms_fee,ses_school_wjms_hom,ses_school_wjms_frl,ses_school_wjms_rel,ses_interview_edu,ses_interview_occup,ses_school_freelunch,ses_interview,ses_school,ses_agg,eco_shifting_correct,eco_shifting_re_rt,eco_shifting_sw_rt,eco_shifting_sc,abs_shifting_correct,abs_shifting_re_rt,abs_shifting_sw_rt,abs_shifting_sc,eco_updating_r1_correct,eco_updating_r2_correct,eco_updating_r3_correct,eco_updating_r4_correct,eco_updating_r5_correct,eco_updating,abs_updating_r1_correct,abs_updating_r2_correct,abs_updating_r3_correct,abs_updating_r4_correct,abs_updating_r5_correct,abs_updating
p0533,wjms,MJ,wjms,wi_p4_2019,wjms_sibling_220,1,2,2,1,13,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,4,2,1,1,1,1,1.3333333333333333,0,0,0,-0.7931382738148606,-0.9329751375778845,4,2,4,1,1,1,3,1.7142857142857142,1,1,1,-0.6117481075252262,5,5,5,5,4,4,1,4.666666666666667,1,40.08053588867185,0,-0.4056891362604693,0.5,0.44922879067099303,22,110.42857142857144,26,35.4636363636364,3,3,3,3,3,1,1,1,3,3,1,0.6
p0534,wjms,BM,wjms,tr_p3_2019,sibling_000,0,525,1,1,13,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,1,1,2,1,1,9,5,1,1,1,1,3,1.3333333333333333,2,4,3,1.1827971724935638,0.2626042275932365,5,1,5,1,1,1,1,1,1,NA,1,-1.0889901806854225,5,5,5,5,1,1,1,3.6666666666666665,2,35.77630043029785,0,-0.061024863274900365,0.5,0.0832526296609742,32,280.94642857142844,29,-55.30952380952385,3,3,3,2,1,0.8,2,3,3,1,3,0.8
p0535,wjms,MJ,wjms,tr_p2_2019,sibling_000,0,525,2,1,13,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,2,2,3,5,2.3333333333333335,1,2,2,0.2951456824331325,0.4112511003383491,5,1,5,1,1,2,1,1.1428571428571428,1,3,2,-0.6447607730994116,5,5,5,5,3,3,2,4.333333333333333,2,53.688976287841804,0,0.7862986493617308,0.5,0.7404681479775811,24,9.899999999999864,32,182.9375,3,3,3,3,1,0.8666666666666667,1,3,3,3,1,0.7333333333333333
p0536,wjms,MJ,wjms,tr_p2_2019,sibling_000,0,525,1,1,13,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,2,1,1,4,5,2,2,2,1,1,1.5,2,5,5,1.7692471731357635,0.731737261691515,4,2,3,1,1,2,2,1.8571428571428572,1,1,1,-0.5162996928931869,5,5,5,3,1,1,2,3.3333333333333335,1.5,32.0685691833496,1,-0.5105455034544741,-0.5,-0.5886092743558834,29,203.82142857142867,30,226.7125000000001,3,3,3,3,3,1,3,3,3,3,3,1
p0537,wjms,MJ,wjms,wi_p3_2019,sibling_000,0,525,1,1,14,0,0,0,0,0,1,0,1,1,1,1,1,1,2,1,2,1,1,1,1,1,6,5,3,1,1,1,2,1.5,0,0,0,-0.7931382738148606,-0.8186854364348074,4,1,3,1,1,2,1,1.5714285714285714,3,NA,3,-0.009634536249322062,4,5,5,5,2,2,4,3.8333333333333335,1,35.4729423522949,0,-0.6236421864408824,0.5,-0.04956206256737536,15,147.95238095238096,25,-21.090909090909122,1,3,1,2,1,0.5333333333333333,1,3,3,1,2,0.6666666666666666
p0538,wjms,MJ,wjms,tr_p6_2019,sibling_000,0,525,2,1,14,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,4,2,2,1,1,2.1666666666666665,0,0,2,-0.3918733414397371,-0.11873323797365849,2,4,1,3,2,4,5,3.857142857142857,5,1,3,1.5175400978633062,4,3,2,3,3,2,4,2.8333333333333335,2.5,45.1032619476318,0,0.6543022911788692,0.5,-0.05748344209213985,27,813.3106060606058,25,-70.71428571428578,3,3,1,1,1,0.6,1,3,2,1,1,0.5333333333333333
p0539,wjms,MJ,wjms,tr_p6_2019,sibling_000,0,525,2,1,13,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,0,0,0,-0.7931382738148606,-1.161554539864039,5,1,4,1,1,2,1,1.2857142857142858,3,1,2,-0.5493123584673723,5,5,5,5,5,3,1,4.666666666666667,3,30.8334102630615,0,0.2534291186531618,0.5,0.702100802274997,31,490.41025641025635,31,103.14285714285734,3,3,2,1,1,0.6666666666666666,2,3,3,2,3,0.8666666666666667
p0540,wjms,MJ,wjms,tr_p6_2019,sibling_000,0,525,1,1,14,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,7,3,3,5,5,2,1,3.1666666666666665,NA,0,2,-0.18412142251000146,0.6927094334770781,4,3,2,5,2,4,3,3.2857142857142856,3,2,2.5,0.9613559428581632,5,5,4,3,1,3,3,3.5,1.5,23.0956268310547,1,-0.9349926990101568,-0.5,-0.6684147260542821,31,95,28,-200.83333333333326,2,3,3,3,2,0.8666666666666667,3,3,1,2,3,0.8
p0541,wjms,AG,wjms,wi_p4_2019,sibling_000,0,525,2,6,14,0,0,0,1,0,0,0,4,1,1,1,1.75,1,1,1,1,2,1,2,1,1,1,4,4,4,4,2,1,2.8333333333333335,0,0,1,-0.5925058076272989,0.21702886965423024,4,1,2,2,1,2,3,2.142857142857143,3,3,3,0.37215912227883496,1,3,4,4,1,1,2,2.3333333333333335,0,39.3501682281494,1,-0.9885052986321271,-0.5,-1.270186773000772,20,21.412698412698433,25,4.261363636363626,1,3,2,2,1,0.6,0,3,3,2,3,0.7333333333333333
p0542,wjms,MJ,wjms,wi_p5_2019,sibling_000,0,525,2,NA,13,0,0,NA,NA,0,0,0,2,1,1,1,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,0.9821647063060022,1.1893542338293526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,41.52846527099605,0,0.21106985651162763,0.5,0.3782864340332234,21,-3.5,29,-161.10897435897436,2,3,3,2,3,0.8666666666666667,2,3,3,1,1,0.6666666666666666
p0544,wjms,MJ,wjms,tr_p2_2019,sibling_000,0,525,2,1,13,0,0,0,0,0,0,0,1,1,2,1,1.25,2,1,1,2,2,1,1,1,1,5,5,1,1,1,1,1,1,0,0,0,-0.7931382738148606,-1.161554539864039,5,1,3,2,1,2,3,1.8571428571428572,4,1,2.5,0.0068717965377706886,5,5,5,5,3,2,4,4.166666666666667,1.5,37.23752307891845,0,-0.2660384177302804,0.5,0.25370242004783844,30,513.4102564102565,26,115.23232323232332,2,3,3,2,1,0.7333333333333333,2,3,1,2,2,0.6666666666666666
p0545,wjms,HH,wjms,tr_p6_2019,sibling_000,0,525,2,1,13,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,1,1,1,2,1,1,2,5,1,2,1,1,1,1.1666666666666667,0,0,0,-0.7931382738148606,-1.0472648387209618,5,1,5,1,1,1,1,1,4,1,2.5,-0.5658186912544649,5,5,5,5,3,2,1,4.166666666666667,3,56.3051414489746,0,1.4583187126494872,0.5,0.9152554160879453,29,30.14285714285711,27,487.68333333333317,2,3,2,1,3,0.7333333333333333,3,3,2,2,2,0.8
p0548,wjms,AG,wjms,tr_p5_2019,sibling_000,0,525,1,1,14,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,4,1,3,3,1,5,2.5,1,4,0,0.26425088659216156,0.5068472857253077,4,2,4,2,1,3,1,1.8571428571428572,3,1,2,-0.16751869993921514,5,5,5,5,2,2,1,4,3,46.82847595214845,0,1.0100438953797193,0.5,0.6602393553959984,30,308.35238095238094,31,-26.18571428571431,1,3,3,2,3,0.8,3,3,3,3,3,1
p0549,wjms,AG,wjms,wi_p3_2019,sibling_000,0,525,2,6,14,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,4,3,5,4,4,4,3,2,5,1.5303408556732518,2.301527720674798,4,NA,3,2,2,2,5,2.6666666666666665,3,4,3.5,0.8965271390732981,3,3,3,3,1,1,4,2.3333333333333335,0,28.3558883666992,1,-1.5085678456909928,-0.5,-1.4697097894766393,30,183.95897435897427,30,-27.047619047619037,2,3,3,2,1,0.7333333333333333,1,3,0,2,3,0.6
p0550,wjms,AG,wjms,wi_p5_2019,sibling_000,0,525,1,1,13,0,0,0,0,0,0,0,2,1,2,1,1.5,1,1,1,2,1,1,1,1,1,4,4,3,4,3,4,5,3.5,2,3,5,1.398877036601611,1.879113797275719,4,1,4,1,1,2,3,1.7142857142857142,2,1,1.5,-0.43735761104824034,5,5,5,5,3,2,2,4.166666666666667,2.5,62.34310150146485,0,1.4697986203827322,0.5,0.9196597052119272,21,109.20000000000005,31,288.20000000000005,2,3,3,3,3,0.9333333333333333,0,3,3,3,3,0.8
p0551,wjms,MJ,wjms,tr_p1_2019,sibling_000,0,525,2,1,13,0,0,0,0,0,0,0,2,1,2,1,1.5,1,1,1,2,2,1,1,1,1,5,3,1,3,3,2,2,2.3333333333333335,2,3,3,0.9976121042264876,0.8362924953853387,5,2,3,1,1,2,2,1.7142857142857142,1,1,1,-0.6117481075252262,4,4,5,5,3,2,2,3.8333333333333335,1.5,45.47597789764405,1,0.12366530555575501,-0.5,-0.09618941047371536,27,354.16666666666674,30,40.20833333333326,3,3,1,2,1,0.6666666666666666,3,3,0,2,2,0.6666666666666666
p0552,wjms,MJ,wjms,tr_p7_2019,sibling_000,0,525,1,1,13,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,2,1,1,1,6,2,2,4,3,4,2,3.1666666666666665,3,5,4,1.885263594286919,1.9448323352140746,4,2,4,4,1,4,4,2.7142857142857144,4,4,4,1.102733773760964,2,4,3,5,2,1,2,2.8333333333333335,2,41.32996559143065,1,0.20168022388028817,-0.5,-0.5644661195316426,30,334.19047619047615,28,123.34615384615381,1,3,2,1,1,0.5333333333333333,3,3,2,3,1,0.8
p0553,wjms,AG,wjms,wi_p7_2019,wjms_sibling_280,1,2,2,1,13,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,2,1,1,1,7,4,3,2,3,1,1,2,0,0,0,-0.7931382738148606,-0.4758163330055759,4,3,3,2,2,3,3,2.5714285714285716,5,2,3.5,0.8328948626519388,5,5,5,5,3,2,2,4.166666666666667,1,40.4599952697754,0,-0.3877395647806632,0.5,0.20701153621974963,28,813.1883116883116,30,105.39047619047619,3,3,3,2,1,0.8,2,3,3,2,3,0.8666666666666667
p0554,wjms,MJ,wjms,tr_p3_2019,sibling_000,0,525,1,1,13,0,0,0,0,0,1,0,1,1,1,1,1,1,2,2,2,1,1,2,1,1,4,3,1,3,3,2,3,2.5,2,4,1,0.7815322401184404,0.8198387417059363,4,1,4,1,1,1,1,1.2857142857142858,2,1,1.5,-0.723702854944358,4,4,4,4,2,2,2,3.3333333333333335,1.5,53.2922229766846,0,0.4933972366570584,0.5,0.12988866082951855,31,571.4285714285716,32,41.4375,3,3,1,2,2,0.7333333333333333,2,1,2,3,0,0.5333333333333333
p0555,wjms,MJ,wjms,tr_p2_2019,sibling_000,0,525,2,1,13,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,3,2,3,1,4,4,2.8333333333333335,3,5,7,2.487160992849604,2.0804430237611813,3,4,5,1,1,3,1,2,1,1,1,-0.4208512782611476,3,5,5,5,4,4,3,4.333333333333333,1,37.9320659637451,1,-0.5073182338928257,-0.5,-0.0891638405285579,29,207.91758241758248,26,-104.07777777777778,3,3,3,1,0,0.6666666666666666,3,3,3,2,3,0.9333333333333333
p0556,wjms,MJ,wjms,wi_p4_2019,sibling_000,0,525,1,6,13,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,4,4,3,3,2,5,3.1666666666666665,1,3,0,0.07906581832508529,0.8519561512312553,3,2,3,3,2,2,3,2.5714285714285716,3,4,3.5,0.8328948626519388,5,4,5,4,3,3,3,4,0,26.4856777191162,1,-1.59703444151861,-0.5,-0.6733046966452982,21,20.68253968253964,26,-3.5727272727272066,1,2,1,3,1,0.5333333333333333,0,3,3,2,3,0.7333333333333333
p0557,wjms,MJ,wjms,wi_p4_2019,sibling_000,0,525,2,6,13,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,4,1,3,3,3,2,2.3333333333333335,0,0,1,-0.5925058076272989,-0.12584023377500128,3,3,1,2,1,4,4,3.142857142857143,2,1,1.5,0.5171265352721524,3,3,3,3,1,1,3,2.3333333333333335,0,33.1594257354736,1,-1.2813460621472967,-0.5,-1.38253570643979,30,375.71428571428567,30,288.57142857142844,1,3,3,3,3,0.8666666666666667,2,0,3,2,2,0.6
p0558,wjms,MJ,wjms,wi_p4_2019,sibling_000,0,525,1,1,13,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,1,2,2,2,1,1,1,8,4,2,1,2,3,3,2.1666666666666665,2,3,2,0.7969796380389258,0.6006060972978411,4,1,3,2,1,2,3,2,1,1,1,-0.4208512782611476,5,5,5,5,2,2,2,4,2.5,43.37292671203615,1,0.5724522235773629,-0.5,0.15902311867635124,31,433.3333333333335,28,34.65034965034965,2,3,3,1,2,0.7333333333333333,2,2,2,2,2,0.6666666666666666
p0559,wjms,AG,wjms,wi_p3_2019,sibling_000,0,525,2,5,13,0,0,0,0,0,0,0,4,1,2,1,2,1,2,1,2,2,1,1,1,2,4,4,4,5,2,3,5,3.5,3,4,0,0.8975486612695958,1.5757750106561872,5,1,5,1,1,1,1,1,3,1,2,-0.7402091877314508,5,5,5,4,5,4,1,4.666666666666667,2,30.8334102630615,1,-0.29483845385108964,-0.5,0.15842353911899273,29,617.6153846153845,30,-140.6833333333334,1,2,2,2,1,0.5333333333333333,0,2,2,1,0,0.3333333333333333
p0560,wjms,MJ,wjms,tr_p6_2019,sibling_000,0,525,1,1,14,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,2,1,1,1,1,4,4,1,3,1,1,1,1.5,0,0,0,-0.7931382738148606,-0.8186854364348074,5,3,2,1,1,2,1,1.8571428571428572,2,NA,2,-0.16751869993921514,5,5,5,5,4,5,1,4.833333333333333,2,48.0387840270996,0,0.5190275397006854,0.5,0.8870327051683673,29,215.38461538461536,28,377.4895104895105,1,3,2,1,0,0.4666666666666667,1,2,2,2,3,0.6666666666666666
p0561,wjms,MJ,wjms,wi_p2_2019,sibling_000,0,525,2,4,13,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,2,1,1,1,3,1.5,3,4,1,1.0981811274571576,0.32569529388368157,5,1,2,1,1,1,1,1.4285714285714286,4,2,3,-0.1050829508813613,5,5,5,5,1,1,1,3.6666666666666665,2,58.0738773345947,1,0.9937176741376381,-0.5,0.15457334007699738,31,362.39999999999986,29,369.53846153846143,2,3,3,2,3,0.8666666666666667,2,2,3,3,3,0.8666666666666667
p0562,wjms,AG,wjms,tr_p2_2019,wjms_sibling_120,1,2,1,1,14,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,4,2,2,2,1,1,1.6666666666666667,0,0,0,-0.7931382738148606,-0.7043957352917302,4,2,4,3,1,3,4,2.4285714285714284,1,7,4,0.911836944496885,5,5,5,5,3,3,3,4.333333333333333,1.5,36.5506324768066,1,-0.29853041180236584,-0.5,-0.00906198296833636,30,240.54871794871792,31,92.97115384615381,3,3,3,3,1,0.8666666666666667,3,3,2,3,2,0.8666666666666667
p0563,wjms,MJ,wjms,tr_p3_2019,sibling_000,0,525,1,6,13,0,0,0,1,NA,0,NA,1,1,1,1,1,2,1,2,2,2,2,1,1,2,12,5,2,3,1,3,1,1.8333333333333333,0,0,4,0.009391590935386404,-0.1045192463709723,5,1,1,1,1,1,1,1.5714285714285714,3,2,2.5,-0.18402503272630788,4,4,4,4,4,3,3,3.8333333333333335,0.5,37.9011688232422,NA,-0.7829135479384285,NA,-0.4160002493141685,30,341.1538461538462,25,50.02597402597405,3,2,1,1,2,0.6,3,3,3,2,1,0.8
p0564,wjms,AG,wjms,tr_p3_2019,sibling_000,0,525,2,1,14,0,0,0,0,NA,0,NA,2,1,1,1,1.25,1,2,2,1,2,1,2,1,1,1,4,2,2,2,3,1,2,2,4,5,1.5840621048686874,0.9625564260543856,4,1,3,1,1,1,1,1.4285714285714286,3,1,2,-0.45386394383533296,5,5,5,5,2,2,2,4,1.5,36.889904022216804,NA,-0.28248184597775927,NA,-0.0034610215709668657,28,1034.4755244755245,30,215.48333333333335,1,2,3,2,0,0.5333333333333333,1,3,3,2,1,0.6666666666666666
p0565,wjms,AG,wjms,tr_p5_2019,sibling_000,0,525,1,1,14,0,0,0,0,0,0,0,2,1,1,1,1.25,1,1,2,2,1,2,1,2,1,11,5,2,3,1,1,1,1.5,0,0,0,-0.7931382738148606,-0.8186854364348074,5,2,4,1,1,1,1,1.2857142857142858,2,2,2,-0.5493123584673723,4,5,5,5,4,3,2,4.333333333333333,2.5,55.191267013549805,0,1.1314953111346149,0.5,0.872903524498801,22,19.909090909090878,26,-14.353535353535392,1,3,3,3,1,0.7333333333333333,2,1,2,1,3,0.6
p0566,wjms,MJ,wjms,tr_p2_2019,sibling_000,0,525,2,1,13,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,2,2,1,4,4,1,3,3,3,5,2.8333333333333335,2,3,2,0.7969796380389258,1.0577649018701498,4,2,3,2,1,2,1,1.8571428571428572,1,1,1,-0.5162996928931869,4,4,4,4,3,3,3,3.6666666666666665,2.5,60.38961029052735,0,1.377392603106467,0.5,0.6351043126307532,32,277.1916666666667,30,141.94505494505506,3,3,3,2,1,0.8,1,3,3,3,2,0.8
p0567,wjms,MJ,wjms,tr_p1_2019,sibling_000,0,525,1,1,14,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,2,1,1,2,10,5,1,1,3,2,1,1.5,2,2,1,0.41116210358428784,-0.08999934328524875,5,1,4,1,1,1,1,1.1428571428571428,1,1,1,-0.9935417660533832,5,5,5,5,3,3,1,4.333333333333333,1.5,42.2826042175293,0,-0.027390886456821244,0.5,0.42829456120516257,26,53.299999999999955,28,680.5874125874125,0,2,1,2,2,0.4666666666666667,1,3,3,2,3,0.8
p0568,wjms,MJ,wjms,tr_p3_2019,sibling_000,0,525,2,1,13,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,5,1,2,1,2,1,1.3333333333333333,0,0,0,-0.7931382738148606,-0.9329751375778845,5,2,4,1,1,1,2,1.4285714285714286,3,1,2,-0.45386394383533296,5,5,5,5,3,2,1,4.166666666666667,2,48.7414054870605,1,0.5522636507229932,-0.5,0.2343122806814383,22,168.97142857142853,26,-110.61363636363637,3,3,3,2,2,0.8666666666666667,2,3,3,1,1,0.6666666666666666
p0569,wjms,HH,wjms,tr_p7_2019,sibling_000,0,525,1,1,13,0,0,0,0,NA,0,NA,2,1,1,3,1.75,1,1,1,2,2,1,1,1,1,6,4,2,3,1,4,3,2.5,1,2,1,0.09451321624557076,0.404144104537006,4,1,3,2,1,4,4,2.4285714285714284,3,2,2.5,0.3886654550659276,2,4,3,4,1,2,2,2.6666666666666665,1.5,39.4471454620361,NA,-0.1615166246629838,NA,-0.9302627759142335,30,200.04166666666652,32,946.0625,1,1,2,1,1,0.4,1,2,2,1,1,0.4666666666666667
p0571,wjms,AG,wjms,tr_p3_2019,sibling_000,0,525,1,1,13,0,0,0,0,0,1,0,2,1,1,1,1.25,1,2,1,2,2,1,1,1,1,6,5,1,1,1,1,1,1,0,0,0,-0.7931382738148606,-1.161554539864039,5,1,3,1,1,1,1,1.2857142857142858,1,NA,1,-0.8980933514213438,5,5,5,5,3,3,1,4.333333333333333,1,44.14776229858395,0,-0.21329707849408033,0.5,0.35697128590570654,30,340.21428571428567,29,81.53571428571433,2,3,3,2,2,0.8,1,3,1,2,3,0.6666666666666666
p0572,wjms,AG,wjms,tr_p7_2019,sibling_000,0,525,1,2,13,0,0,0,0,0,0,0,2,1,1,1,1.25,1,2,1,1,2,1,2,1,1,1,4,2,3,2,2,1,2,0,0,0,-0.7931382738148606,-0.4758163330055759,3,4,4,3,2,4,4,3.142857142857143,7,3,5,1.7378600106110533,4,5,5,5,1,1,2,3.5,2,49.19247436523435,0,0.5736005670684294,0.5,0.24369337347868356,29,419.4666666666667,28,25.865384615384528,3,3,3,1,3,0.8666666666666667,3,3,3,3,2,0.9333333333333333
p0573,wjms,AG,wjms,tr_p7_2019,sibling_000,0,525,2,6,13,0,0,0,0,NA,1,NA,6,1,1,2,2.5,1,1,1,2,2,1,2,1,1,4,5,1,3,3,2,5,2.5,1,4,1,0.4648833527797233,0.6282439826697279,3,2,3,2,2,2,5,2.7142857142857144,1,1,1,0.0563907948990488,5,5,5,5,2,2,2,4,2,34.84679412841795,NA,-0.10499331059066358,NA,0.09867971564590292,32,114,27,123.42424242424227,3,1,2,2,2,0.6666666666666666,0,3,1,2,0,0.4
p0574,wjms,MJ,wjms,tr_p7_2019,sibling_000,0,525,1,1,13,0,0,0,0,0,0,0,3,1,1,1,1.5,2,1,1,2,1,2,1,2,2,13,5,1,1,2,2,3,1.6666666666666667,2,3,3,0.9976121042264876,0.37913369081302994,3,2,3,1,1,2,2,2,3,1,2,-0.07207028530717594,5,5,5,3,3,3,2,4,3,31.04588317871095,1,0.26347972743210757,-0.5,0.040485214365388045,30,566.8956043956043,26,320.9818181818182,2,3,3,1,2,0.7333333333333333,0,3,3,1,2,0.6
p0575,wjms,AG,wjms,wi_p2_2019,sibling_000,0,525,2,1,13,0,0,0,0,NA,0,NA,2,1,1,1,1.25,2,1,2,2,1,1,1,1,1,7,5,2,2,1,1,1,1.3333333333333333,0,0,0,-0.7931382738148606,-0.9329751375778845,4,2,4,1,1,3,2,1.8571428571428572,4,1,2.5,0.0068717965377706886,5,5,5,5,3,3,1,4.333333333333333,3,46.08130550384525,NA,0.9747004830481706,NA,0.9691233216378163,26,589.2777777777777,27,482.5333333333334,3,3,3,0,1,0.6666666666666666,0,3,3,1,3,0.6666666666666666
p0576,wjms,MJ,wjms,tr_p1_2019,sibling_000,0,525,2,4,13,0,0,0,0,0,1,0,2,1,2,1,1.5,2,1,1,2,2,1,2,1,2,6,3,1,3,1,3,1,2,0,0,1,-0.5925058076272989,-0.35441963606115573,2,4,4,5,NA,5,4,4,8,NA,8,3.3568934772652037,2,2,2,2,2,2,NA,2,3,51.8714199066162,1,1.248590331407014,-0.5,-0.5779897408146334,32,464.6624999999999,30,501,2,3,3,2,3,0.8666666666666667,1,0,2,0,3,0.4
p0577,wjms,MJ,wjms,tr_p1_2019,sibling_000,0,525,1,1,14,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,2,2,2,1,1,1,5,4,1,2,3,1,2,1.8333333333333333,1,10,2,1.776626228569743,0.9647815094400056,5,2,3,1,1,2,5,2.142857142857143,1,2,1.5,-0.15101236715212255,5,5,5,5,3,3,1,4.333333333333333,0,32.1834421157837,1,-1.3275130265633461,-0.5,-0.40383318185472267,29,419.0000000000001,29,404.7527472527472,2,3,3,3,1,0.8,3,3,2,3,1,0.8
p0578,wjms,MJ,wjms,tr_p3_2019,sibling_000,0,525,2,1,13,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,8,4,3,3,3,3,4,3,2,5,4,1.568614706948202,1.6389478750347894,5,2,3,2,2,2,4,2.2857142857142856,3,NA,3,0.4676075369108742,4,4,4,5,4,4,2,4.166666666666667,1.5,34.2508945465088,1,-0.407314941637028,-0.5,-0.13383192884893383,21,375.984126984127,22,-124.20833333333326,2,3,3,1,1,0.6666666666666666,3,3,3,1,0,0.6666666666666666
p0579,wjms,MJ,wjms,wi_p5_2019,wjms_sibling_330,1,2,2,1,13,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,2,2,1,5,4,1,1,3,1,2,1.6666666666666667,0,0,0,-0.7931382738148606,-0.7043957352917302,4,3,2,2,1,3,2,2.4285714285714284,3,NA,3,0.5630559515429134,5,5,5,5,2,3,1,4.166666666666667,0,28.540541648864753,0,-1.4998331893555181,0.5,-0.2196453646349861,31,77.20952380952372,32,6.0625,2,3,2,3,2,0.8,2,3,2,2,1,0.6666666666666666
p0580,wjms,AG,wjms,wi_p7_2019,sibling_000,0,525,2,1,14,0,0,0,0,0,0,0,2,1,1,2,1.5,2,1,1,2,1,1,1,1,1,8,5,1,4,4,1,4,2.5,2,3,5,1.398877036601611,1.193375590417256,5,1,5,1,1,1,2,1.1428571428571428,1,1,1,-0.9935417660533832,5,5,5,5,1,1,1,3.6666666666666665,1.5,44.22926712036135,1,0.06469213128239644,-0.5,-0.20184913206965943,29,51.63636363636374,27,-257.5454545454546,1,3,3,1,1,0.6,0,3,2,1,1,0.4666666666666667
p0581,wjms,HH,wjms,wi_p6_2019,sibling_000,0,525,2,1,13,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,5,2,1,2,2,1,1.5,0,0,2,-0.3918733414397371,-0.575892042545967,5,1,5,1,1,2,1,1.1428571428571428,3,1,2,-0.6447607730994116,5,5,5,5,2,1,3,3.8333333333333335,2.5,34.5550003051758,0,0.15533774907602682,0.5,0.24929511795348594,22,537.7532467532467,26,5.18181818181813,1,2,1,1,2,0.4666666666666667,2,1,2,0,0,0.3333333333333333
p0582,wjms,BM,wjms,tr_p7_2019,sibling_000,0,525,1,NA,13,0,0,NA,NA,0,0,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,0.009391590935386404,0.01216247293131227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,48.23070907592775,0,0.5281061724984499,0.5,0.560733840953281,20,38.428571428571445,26,-38.19999999999999,2,1,2,1,2,0.5333333333333333,1,2,2,2,3,0.6666666666666666
p0583,wjms,AG,wjms,tr_p5_2019,wjms_sibling_210,1,2,1,6,14,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,2,2,1,2,1,1,4,4,2,1,1,1,5,2,0,0,1,-0.5925058076272989,-0.35441963606115573,3,3,2,1,1,3,1,2.2857142857142856,5,1,3,0.4676075369108742,5,5,5,5,1,2,1,3.8333333333333335,1,34.9756841659546,0,-0.6471639961631155,0.5,-0.05858625101411638,21,20.16666666666663,24,10.433333333333394,3,3,3,1,1,0.7333333333333333,0,3,3,3,3,0.8
